(1177581266.9+0j),(-588783264.88+1019802090.97j)
(-584668.262444+67098.9131783j),(234223.582896-539884.245222j)
(-601176.225087+97210.7084429j),(216413.981199-569240.378623j)
(-556924.957137+107312.281388j),(185532.358944-535986.113818j)
(-579990.0354+54654.3355056j),(242653.959332-529607.080595j)
(-609510.165155+74419.7999108j),(240321.870748-565063.151066j)
(-576192.362763+76562.3181098j),(221800.228636-537274.150865j)
(-563302.972107+52401.443231j),(236269.154689-514024.135863j)
(-607806.579366+28670.0565504j),(279073.106786-540723.563791j)
(-613318.060343+56710.5130522j),(257565.151211-559506.309089j)
(-585320.364956+64904.6872599j),(236458.511624-539367.327822j)
(-620888.43975+30950.6752711j),(283644.026629-553172.509699j)
(-626069.027249+69922.3860618j),(252488.67835-577159.849338j)
(-596953.118695+57311.2439812j),(248848.332775-545620.988924j)
(-626719.54574+32005.806851j),(285633.187715-558747.472455j)
(-605821.262496+68756.0189796j),(243356.733634-559039.394869j)
(-589218.570582+58969.0168089j),(243546.66033-539767.818352j)
(-576199.685694+110626.150782j),(192295.808722-554318.667234j)
(-613888.578189+55663.5100484j),(258742.166703-559469.328054j)
(-627372.104616+73502.4414107j),(250029.252085-580083.757214j)
(-603248.480745+26556.5080238j),(278624.688992-535707.275943j)
(-653151.258971+84912.5388968j),(253041.024145-608112.114884j)
(-577735.205294+101404.383404j),(201047.855861-551052.392888j)
(-615931.643057+42112.0427095j),(271489.702034-554473.417962j)
(-624638.54687+85637.6861484j),(238140.818837-583776.02668j)
(-631655.053547+66206.1007937j),(258489.969151-580142.027772j)
(-603250.760504+82295.7811375j),(230351.28873-563594.183258j)
(-606675.10255+56100.8176257j),(254765.300814-553454.149783j)
(-631194.596318+89483.9618482j),(238105.284734-591374.327052j)
(-564839.581016+69752.008164j),(222004.042019-524043.822754j)
(-583516.982354+20328.2474075j),(274160.165963-515500.031563j)
(-581245.465963+113865.331985j),(192017.336131-560299.492202j)
(-586217.339441+68768.9156011j),(233560.443056-542056.18009j)
(-610741.292365+52258.8546931j),(260126.781266-555049.405835j)
(-587818.002767+12268.299925j),(283292.075427-515190.704478j)
(-606598.71336+48134.7096061j),(261609.497656-549409.075402j)
(-566353.723167+72508.6883324j),(220384.411123-526732.398133j)
(-600027.875435+48784.8268617j),(257767.499409-544031.079933j)
(-575219.208534+59574.8831141j),(236003.401531-527943.357992j)
(-615714.545669+16523.9236268j),(293553.949937-541493.744987j)
(-606635.139928+42064.1370317j),(266893.422378-546398.087385j)
(-583331.535549+40988.3353658j),(256176.515849-525664.491703j)
(-586643.999797+59064.4383957j),(242155.989829-537590.655113j)
(-593170.843186+43864.633464j),(258589.322782-535644.716623j)
(-569227.430593+26127.305749j),(261984.388952-506044.910049j)
(-606786.178717+16940.7065112j),(288722.583376-533957.487147j)
(-621572.435936+54143.6246188j),(263898.646975-565372.466525j)
(-597214.922741+59897.1033153j),(246716.739342-547159.240996j)
(-588342.468844+49131.1300954j),(251620.04586-534081.079216j)
(-602601.138083+5654.17811053j),(296391.380297-524690.529416j)
(-621388.557127+64213.8554547j),(255086.770495-570239.619743j)
(-576052.724759+35441.8870101j),(257326.962433-516606.198219j)
(-635311.307046+39959.6072485j),(283060.976858-570165.985137j)
(-618942.51458+49621.6793324j),(266489.928712-560840.56188j)
(-581006.826903+20081.0599542j),(273105.223863-513208.895835j)
(-595414.424775+8337.43965206j),(290489.321057-519831.388339j)
(-607321.672076+3257.38814228j),(300845.7234-527593.856728j)
(-608595.725101+21758.9528238j),(285448.73604-537932.102513j)
(-545993.592823-9802.3039706j),(281482.21124-467929.119171j)
(-609000.74579-10369.849991j),(313482.177185-522218.184107j)
(-595217.076523+25800.8147597j),(275251.915966-528366.371806j)
(-600348.35868-13825.6678593j),(312141.578919-512988.734318j)
(-614741.665904+51072.2735871j),(263145.162975-557927.372334j)
(-569390.181455-8108.78148355j),(291731.806944-489046.729119j)
(-632766.233061+21237.2968997j),(297998.427515-558596.997594j)
(-580488.273353+29571.448732j),(264641.126161-517489.595616j)
(-640247.857998+42535.9239149j),(283283.221216-575738.266785j)
(-589062.984179+27207.8673521j),(270968.689252-523744.807588j)
(-623892.793511+21619.865213j),(293237.924094-551122.711908j)
(-581646.538371+76121.3357051j),(224900.585058-541774.141037j)
(-600297.721083-32688.1298296j),(328461.025782-503528.945052j)
(-665708.59593-6170.64800577j),(338189.190437-573436.075043j)
(-594240.251012+24384.9596938j),(275993.990573-526830.298138j)
(-600514.871661+42172.888969j),(263726.304193-541143.25882j)
(-616818.083363+8092.88801102j),(301401.648573-538229.357148j)
(-639271.926025+12406.9750973j),(308898.767802-559835.475336j)
(-597553.975066+40447.9486087j),(263749.854075-537716.828265j)
(-596415.003033-21769.036933j),(317067.971577-505620.735081j)
(-635828.384316+30872.6208217j),(291182.597588-566082.441325j)
(-563828.898349+64937.9166232j),(225675.864313-520762.632216j)
(-595121.317526+27605.7035223j),(273653.880574-529185.036929j)
(-604980.797828+8387.846281j),(295220.871365-528114.004352j)
(-584496.946205+5859.15313722j),(287170.065939-509127.360262j)
(-546551.511373+15969.9421836j),(259445.963419-481313.78983j)
(-588139.827836+2622.32224552j),(291805.716763-510642.648614j)
(-612757.467479+34291.7430085j),(276685.205913-547806.658226j)
(-569913.694232-17480.0652979j),(300107.837798-484812.324652j)
(-595645.210765-10681.8989433j),(307077.581229-510487.611972j)
(-595645.210765+10681.8989434j),(288543.510865-521189.658049j)
(-569913.694231+17480.065298j),(269823.812985-502311.320111j)
(-612757.467479-34291.7430084j),(336080.002005-513528.261265j)
(-588139.827836-2622.32224539j),(296348.47471-508035.788332j)
(-546551.511373-15969.9421834j),(287099.836704-465345.357408j)
(-584496.946205-5859.15313704j),(297338.742141-503235.79217j)
(-604980.797828-8387.84628075j),(309756.454167-519727.025636j)
(-595121.317526-27605.7035218j),(321459.547583-501586.871989j)
(-563828.898349-64937.9166232j),(338150.724697-455827.988371j)
(-635828.384316-30872.6208215j),(344658.807615-535211.137605j)
(-596415.003033+21769.0369331j),(279364.58217-527378.115589j)
(-597553.975066-40447.9486086j),(333802.041592-497278.087396j)
(-639271.926025-12406.9750972j),(330383.184246-547418.872087j)
(-616818.083363-8092.88801098j),(315417.330036-530125.146835j)
(-600514.871661-42172.8889689j),(336768.693424-498954.439627j)
(-594240.251012-24384.9596938j),(318248.216311-502436.440791j)
(-665708.59593+6170.64800581j),(327508.566922-579599.383249j)
(-600297.721083+32688.1298296j),(271835.520841-536207.371216j)
(-581646.538371-76121.335705j),(356748.13661-465658.355864j)
(-623892.793511-21619.8652129j),(330690.399224-529508.192797j)
(-589062.984179-27207.867352j),(318105.024612-496539.105198j)
(-640247.857998-42535.9239149j),(356960.177211-533195.716395j)
(-580488.273353-29571.4487319j),(315861.582674-487926.710575j)
(-632766.233061-21237.2968996j),(334777.062735-537373.886626j)
(-569390.181455+8108.78148367j),(277671.850399-497156.190721j)
(-614741.665904-51072.2735871j),(351591.243407-506852.578764j)
(-600348.35868+13825.6678595j),(288194.790246-526835.894151j)
(-595217.076523-25800.8147596j),(319963.816751-502569.899258j)
(-609000.74579+10369.849991j),(295533.52754-532596.227932j)
(-545993.592823+9802.30397067j),(264499.914881-477743.258142j)
(-608595.725101-21758.9528237j),(323146.216559-516164.823349j)
(-607321.672076-3257.38814223j),(306487.160137-524324.870058j)
(-595414.424775-8337.43965202j),(304945.067617-511485.354621j)
(-581006.826903-20081.0599541j),(307891.683949-493126.923917j)
(-618942.51458-49621.6793324j),(352446.289845-511207.65528j)
(-635311.307046-39959.6072485j),(352271.410193-530237.778676j)
(-576052.724759-35441.88701j),(318724.607627-481157.652928j)
(-621388.557127-64213.8554546j),(366302.567016-506044.112797j)
(-602601.138083-5654.17811046j),(306178.953669-519038.479842j)
(-588342.468844-49131.1300954j),(336715.127219-484946.099402j)
(-597214.922741-59897.1033152j),(350482.077939-487242.654199j)
(-621572.435936-54143.6246186j),(357680.136686-511216.47424j)
(-606786.178717-16940.7065112j),(318061.357155-517011.674829j)
(-569227.430593-26127.3057488j),(307235.240348-479893.694754j)
(-593170.843186-43864.6334638j),(334596.926337-491762.847444j)
(-586643.999797-59064.4383957j),(344467.152558-478503.026224j)
(-583331.535549-40988.3353657j),(327158.913458-484680.392868j)
(-606635.139928-42064.1370316j),(339739.948943-504318.753952j)
(-615714.545669-16523.9236267j),(322176.319265-524965.467232j)
(-575219.208534-59574.883114j),(339213.598544-468360.916984j)
(-600027.875435-48784.8268617j),(342258.034197-495246.477275j)
(-566353.723167-72508.6883324j),(345965.263952-454223.880993j)
(-606598.71336-48134.709606j),(344992.047173-501280.519983j)
(-587818.002767-12268.2999249j),(304536.415893-502923.349336j)
(-610741.292365-52258.854693j),(350633.695686-502805.838715j)
(-586217.339441-68768.9156011j),(352671.430269-473300.708813j)
(-581245.465963-113865.331984j),(389244.703703-446441.445488j)
(-583516.982354-20328.2474074j),(309354.730076-495176.678434j)
(-564839.581016-69752.0081638j),(342830.420441-454284.449955j)
(-631194.596318-89483.9618482j),(393092.9487-501893.956898j)
(-606675.10255-56100.8176255j),(351928.792906-497341.136494j)
(-603250.760504-82295.7811374j),(372909.91905-481284.441549j)
(-631655.053547-66206.1007936j),(373165.126267-513932.060157j)
(-624638.54687-85637.6861483j),(386499.717129-498137.229479j)
(-615931.643057-42112.0427094j),(344429.207089-512354.824533j)
(-577735.205294-101404.383404j),(376683.316709-449635.584773j)
(-653151.258971-84912.5388968j),(400109.88854-523208.110413j)
(-603248.480745-26556.5080237j),(324637.755462-509138.278746j)
(-627372.104616-73502.4414107j),(377334.550774-506571.489318j)
(-613888.578189-55663.5100483j),(355140.955984-503822.480661j)
(-576199.685694-110626.150782j),(383912.150508-443680.688663j)
(-589218.570582-58969.0168089j),(345674.346164-480791.04001j)
(-605821.262496-68756.0189795j),(362441.085919-490279.397225j)
(-626719.54574-32005.8068509j),(341064.678323-526749.009576j)
(-596953.118695-57311.2439811j),(348108.145962-488324.682832j)
(-626069.027249-69922.3860616j),(373611.505396-507231.543624j)
(-620888.43975-30950.6752711j),(337247.453164-522221.156919j)
(-585320.364956-64904.6872597j),(348868.890838-474443.687371j)
(-613318.060343-56710.5130521j),(355766.539864-502801.850548j)
(-607806.579366-28670.0565503j),(328722.794202-512034.345833j)
(-563302.972107-52401.4432309j),(327017.261928-461663.019878j)
(-576192.362763-76562.3181097j),(354393.017229-460737.774961j)
(-609510.165155-74419.7999107j),(369192.111336-490641.502263j)
(-579990.0354-54654.3355056j),(337320.94909-474955.151578j)
(-556924.957137-107312.281388j),(371415.889694-428655.930118j)
(-601176.225087-97210.7084428j),(384774.77105-472034.029297j)
(-584668.262444-67098.9131783j),(350432.339663-472780.631013j)
(-555986.992936-88672.6038062j),(354794.426609-437162.348417j)
(-608515.275273-98054.3648875j),(389170.030614-477970.562308j)
(-591981.879469-63279.4050294j),(350786.919774-481058.131352j)
(-594985.279611-109991.435412j),(392738.854592-460271.011296j)
(-601891.228608-107918.106789j),(394410.657684-467309.826424j)
(-595656.581905-116119.190155j),(398399.208634-457791.360847j)
(-582338.540888-83306.9170492j),(363310.705888-462651.148766j)
(-542221.574248-120879.030864j),(375782.627905-409122.894781j)
(-632452.295617-85909.5531795j),(390613.30688-504765.1125j)
(-583795.369201-111225.891715j),(388215.589116-449948.295383j)
(-634589.792057-153284.737955j),(450038.540167-472922.657705j)
(-582443.243268-105214.320348j),(382337.104199-451803.357531j)
(-594247.128504-125495.44948j),(405805.544996-451879.863428j)
(-603904.065446-95697.8949498j),(384824.744207-475138.849269j)
(-593540.492498-119267.076531j),(400055.982582-454381.169211j)
(-606295.35006-65260.9671346j),(359656.905359-492431.72359j)
(-589192.323572-89988.6135731j),(372523.592636-465253.08598j)
(-631743.04215-105434.449414j),(407182.20134-494401.114455j)
(-590781.770272-70711.4474853j),(356620.631826-476275.351932j)
(-588291.341764-117838.153732j),(396202.543716-450562.162374j)
(-629210.697438-97531.8987229j),(399059.132648-496148.133628j)
(-567569.487993-83746.4634264j),(356309.736591-449660.978577j)
(-611018.128326-94648.802131j),(387473.839624-481823.739192j)
(-629608.414458-110597.553971j),(410591.853414-489940.099223j)
(-668072.946737-142782.132727j),(457669.016696-507186.268618j)
(-568501.721469-101932.821706j),(372514.955618-441369.528384j)
(-568056.965275-144649.985384j),(409322.167409-419629.329111j)
(-603175.050798-75774.3608911j),(367206.388484-484478.384477j)
(-584511.039254-106555.98524j),(384530.672222-452933.243704j)
(-623848.291051-112023.108819j),(408941.886893-484249.569454j)
(-598721.212098-110865.382933j),(395388.224253-463066.742752j)
(-594736.374498-105503.233228j),(388734.239959-462313.904095j)
(-569372.220492-126061.76496j),(393852.796602-430057.028747j)
(-584605.9322-131565.185426j),(406258.021231-440504.107619j)
(-598009.426162-132122.774504j),(413418.459673-451832.912612j)
(-598670.066417-110346.476219j),(394912.932994-463292.874084j)
(-596348.1505-101655.357111j),(386208.379472-465617.755944j)
(-606116.762325-93225.4533829j),(383794.250887-478288.955923j)
(-598425.281169-158262.600931j),(436248.473709-439116.281226j)
(-633055.505419-129849.893731j),(428960.748408-483305.055643j)
(-588947.780696-112762.44929j),(392134.975898-453646.647442j)
(-590810.638139-134949.304398j),(412272.550954-444172.521773j)
(-580392.476544-86906.4233695j),(365460.051524-459164.746969j)
(-605342.203877-108777.714206j),(396867.075196-469842.974198j)
(-600941.660205-112541.073948j),(397947.789878-464154.538193j)
(-586654.80866-141670.33563j),(416028.85595-437228.268736j)
(-591854.574278-127477.271735j),(406322.254218-448821.109598j)
(-547609.610271-126723.875269j),(383548.888098-410884.168981j)
(-599111.87977-188820.172245j),(463060.340696-424425.939687j)
(-610798.766475-111675.654867j),(402107.738271-473139.369569j)
(-563077.722222-126852.823178j),(391413.222681-424226.608204j)
(-619622.791055-115856.086375j),(410138.885081-478679.435359j)
(-561926.038644-154807.10107j),(415037.365593-409232.858569j)
(-611339.525607-156314.309305j),(441057.464035-451277.107111j)
(-565295.707811-168388.71355j),(428490.266325-405359.000652j)
(-632593.638979-177646.758217j),(470145.587986-459017.166664j)
(-569629.493863-70346.247344j),(345747.698195-458136.775417j)
(-555371.865928-182420.140521j),(435669.42974-389756.057063j)
(-613976.352469-157387.925197j),(443294.484092-453029.364307j)
(-577830.842699-191362.914049j),(454660.732894-404734.119179j)
(-617767.739788-176304.811046j),(461569.464869-446867.492503j)
(-596274.331481-177858.761047j),(452173.584548-427459.779935j)
(-585010.214032-183351.214901j),(451314.505154-414950.719352j)
(-561322.899139-143328.290858j),(404794.520627-414455.035714j)
(-625356.14303-167512.150994j),(457739.797346-457826.188967j)
(-688120.475704-131059.179808j),(457550.552938-530384.096903j)
(-596176.539744-170531.590276j),(445769.48064-431038.938906j)
(-619253.334073-192265.824081j),(476139.190592-440188.572709j)
(-594067.916843-131485.824318j),(410895.231268-448733.571783j)
(-592209.070311-160971.94895j),(435527.530551-432373.165414j)
(-610811.60292-123064.364763j),(411993.643623-467444.669894j)
(-629318.960912-141630.455946j),(437305.826119-474202.790622j)
(-628760.653705-111347.458622j),(410796.766192-488852.429343j)
(-588596.894322-195035.884268j),(463198.940039-412211.971639j)
(-659171.56705-182804.23844j),(487898.997607-479453.785042j)
(-643252.297529-138758.175028j),(441769.751568-487702.430891j)
(-593584.766783-140880.419501j),(418799.441738-443627.422456j)
(-580085.758505-166625.512476j),(434332.299143-419046.323525j)
(-594824.30615-138014.100179j),(416953.23567-446128.677492j)
(-598077.071599-162682.11229j),(439934.441675-436610.994618j)
(-633958.183591-164360.715127j),(459303.854408-466853.143947j)
(-583418.016525-169088.214019j),(438138.289463-420723.870452j)
(-557647.668654-145410.79791j),(404759.668263-410235.093938j)
(-499465.311346-172950.725246j),(399516.742301-346068.436397j)
(-594943.60131-168719.111537j),(443579.36565-430877.918373j)
(-590354.710915-150499.848827j),(425523.351193-436000.37716j)
(-618762.822163-215445.568679j),(495964.208766-428129.088851j)
(-586169.619546-148901.452709j),(422049.74514-433192.320345j)
(-564381.589704-191391.767493j),(447948.002384-393063.483206j)
(-600109.122043-203909.789477j),(476648.765178-417766.218337j)
(-598875.714144-185290.465561j),(459903.427667-425999.753079j)
(-606572.273833-181190.193651j),(460190.074924-434696.034004j)
(-571623.345229-166065.21736j),(429623.98422-412003.208766j)
(-598973.144876-201017.778819j),(473589.172025-418210.506426j)
(-627786.758472-180135.838798j),(469884.283269-453600.041549j)
(-582778.343473-230610.004164j),(491092.665491-389388.179645j)
(-641352.587127-217558.011661j),(509096.958556-446658.694801j)
(-527742.503247-176131.716565j),(416415.436556-368974.994837j)
(-575873.918278-219774.399437j),(478280.276741-388827.064527j)
(-602465.81395-189751.487095j),(465568.040658-426873.220747j)
(-648117.486623-227187.289713j),(520807.759126-447689.192316j)
(-632733.353149-144127.208947j),(441189.457243-475912.36j)
(-591567.493239-215483.179565j),(482407.694124-404563.04466j)
(-624062.108652-196875.534478j),(482517.294033-442019.868128j)
(-548289.09251-199231.298022j),(446675.939472-375237.284064j)
(-618478.979312-200148.264523j),(482579.589816-435546.880437j)
(-622522.322587-172558.788838j),(460711.835477-452848.253084j)
(-628016.502199-180938.421487j),(470706.936718-453404.446377j)
(-585921.263857-184869.819578j),(453059.900484-414989.586021j)
(-599550.621258-235170.071679j),(503431.57306-401630.928077j)
(-625636.74508-248785.169905j),(528277.634677-417419.133534j)
(-584277.769481-202930.076071j),(467862.933185-404525.067847j)
(-587408.022637-185474.460716j),(454332.195756-415974.124837j)
(-587952.719774-169259.138021j),(440565.219525-424565.107412j)
(-605067.138332-231249.428554j),(502799.905029-408398.806993j)
(-628559.469375-222880.332881j),(507308.632706-432924.979756j)
(-601814.860887-192350.774787j),(467494.947964-425003.505785j)
(-603194.80154-202652.451542j),(477093.269184-421046.547878j)
(-581305.692736-202868.45127j),(466320.691636-401988.213925j)
(-577674.344807-188379.800314j),(451994.363814-406088.896989j)
(-596283.476321-199241.733923j),(470677.398239-416757.146445j)
(-640854.99637-201226.157122j),(494689.284935-454385.587719j)
(-636786.093699-208588.671455j),(499041.04662-447174.685516j)
(-601566.754715-226916.253565j),(497310.637174-407530.093742j)
(-558895.697432-274036.717853j),(516778.090679-347007.824562j)
(-611411.480087-204794.756787j),(483066.39884-427072.472886j)
(-597500.004581-184393.365656j),(458439.740239-425241.04357j)
(-644574.953966-188863.020826j),(485839.83048-463779.544374j)
(-601541.710137-187008.927327j),(462720.381043-427448.145241j)
(-584469.717792-251216.429718j),(509795.136101-380547.627015j)
(-596582.067721-219760.173847j),(488628.356326-406778.850911j)
(-619902.244826-244751.769724j),(521909.772498-414463.035053j)
(-590393.372229-174857.190259j),(446634.47277-423893.191479j)
(-537896.764951-215515.111071j),(455603.466824-358096.367328j)
(-572047.763027-237028.367031j),(491296.26072-376882.940788j)
(-554036.320336-201029.126779j),(451116.553395-379290.789098j)
(-597095.865599-244909.480821j),(510654.973175-394646.102783j)
(-634942.127047-228348.662267j),(515211.800948-435698.91909j)
(-572095.455051-250343.210351j),(502833.757043-370280.747587j)
(-551275.318674-225844.677218j),(471223.45543-364509.071932j)
(-541254.650714-249169.863695j),(486402.821578-344157.597237j)
(-640127.777364-230943.090308j),(520069.807337-438902.75734j)
(-595277.578172-207126.823662j),(477009.433709-411961.428778j)
(-601455.463788-274500.050672j),(538447.445138-383628.172345j)
(-594219.49145-211871.171037j),(480589.284326-408668.027058j)
(-547704.341982-277703.666339j),(514363.491388-335479.683985j)
(-604360.523321-247919.624788j),(516869.13872-399439.5623j)
(-626180.734589-264580.623251j),(542222.841009-410006.100647j)
(-615343.894592-237405.788261j),(513271.249035-414199.214288j)
(-556853.991055-267199.616685j),(509829.292692-348665.449332j)
(-637071.484907-283368.480403j),(563945.863128-410038.894582j)
(-649997.663449-260824.962881j),(550868.86169-432490.592876j)
(-613903.009556-303667.503319j),(569942.662011-379820.100762j)
(-594734.648714-274664.598263j),(535233.733007-377726.537737j)
(-590316.886827-217843.396326j),(483810.532413-402284.176316j)
(-598830.954916-232790.398321j),(501009.694952-402193.442315j)
(-641232.581647-247558.447086j),(535017.263963-431556.540159j)
(-643315.246695-243108.886831j),(532199.060691-435579.727249j)
(-626915.816964-233903.218886j),(516005.679961-425959.437974j)
(-579452.601662-262397.162586j),(516961.395303-370606.013471j)
(-576945.737386-252849.127614j),(507434.678485-373229.984546j)
(-584512.512546-232983.585807j),(494008.024813-389725.395284j)
(-641148.033183-249126.908928j),(536333.675361-430674.368159j)
(-659378.65922-218844.941118j),(519203.725977-461592.019595j)
(-587047.630093-207027.394408j),(472804.55391-404887.194852j)
(-591704.819697-285165.838325j),(542792.523861-369849.162818j)
(-606263.359716-286004.217362j),(550803.847498-382029.467893j)
(-578769.794777-267792.242903j),(521298.699443-367345.274533j)
(-577197.396316-237906.856298j),(494622.263935-380922.805986j)
(-560388.106566-241971.072433j),(489741.79013-364326.39981j)
(-612682.911852-223135.760088j),(499580.072489-419034.274099j)
(-535630.043633-278944.662212j),(509397.924871-324389.812774j)
(-604297.545033-332677.693997j),(590249.124217-356982.561491j)
(-586364.063031-238258.588861j),(499500.799581-388663.741007j)
(-579002.214751-292593.321054j),(542896.913039-355112.855599j)
(-582582.949559-263825.670937j),(519772.748502-372618.274062j)
(-585977.053275-306082.53916j),(558084.432476-354431.553435j)
(-622583.532368-269251.83883j),(544463.089005-404536.472412j)
(-603611.312027-275801.942603j),(540654.582316-384823.609896j)
(-652294.575266-295242.787626j),(581854.123187-417292.452008j)
(-542036.399095-267007.454597j),(502269.482216-335918.323997j)
(-564419.843066-316769.879212j),(556546.050043-330398.91305j)
(-615922.5459-287693.861625j),(557121.386498-389544.183619j)
(-597610.246654-270536.914888j),(533092.779728-382254.877823j)
(-630810.771191-268914.452033j),(548289.227498-411842.627842j)
(-570667.84307-298862.824821j),(544153.173362-344775.200235j)
(-594310.19939-340889.158654j),(592393.863104-344247.03589j)
(-567917.075243-306176.973078j),(549097.810474-338728.148078j)
(-610498.680149-323385.191329j),(585313.06635-367015.150474j)
(-630940.533984-250726.026631j),(532628.172516-421054.35666j)
(-566763.100809-295206.806761j),(539019.429235-343235.775802j)
(-596305.911232-284243.102094j),(544306.553364-374281.450435j)
(-600025.934818-285013.179119j),(546828.486411-377127.291231j)
(-645787.732793-312285.108681j),(593344.852555-403137.007642j)
(-620204.623806-311400.34334j),(579742.814009-381419.799067j)
(-596284.728404-292678.360618j),(551603.927818-370051.810283j)
(-545046.651309-296513.613699j),(529319.138905-323793.536218j)
(-560504.675452-312415.513518j),(550811.693334-329209.353204j)
(-639841.075023-308963.725019j),(587495.672886-399624.876546j)
(-650558.426855-283601.525066j),(570891.498965-421610.897916j)
(-603005.804466-341998.717691j),(597702.320537-351209.691975j)
(-593784.632343-329588.1211j),(582314.204413-349423.086684j)
(-573685.021616-304091.07429j),(550194.373997-344786.569398j)
(-634675.307876-323247.17949j),(597294.968155-388027.128435j)
(-625070.073696-299748.140427j),(572131.095858-391444.541678j)
(-609559.10111-319305.283713j),(581309.083525-368235.629172j)
(-598432.774701-299487.763432j),(558559.638248-368527.570176j)
(-612261.09971-326075.974922j),(588522.226424-367185.620809j)
(-627127.414143-331905.274378j),(601021.722109-377144.62693j)
(-590196.140664-319170.167222j),(571514.58868-351524.365641j)
(-595386.61145-304187.48905j),(561129.471197-363497.836008j)
(-579714.536906-251128.825902j),(507343.313927-376474.752942j)
(-571868.295774-339566.441951j),(580005.060998-325465.219132j)
(-672917.355004-326934.505704j),(619581.45806-419320.294712j)
(-615593.691782-319131.79147j),(584180.267835-373549.1021j)
(-603783.512157-298293.366186j),(560237.803601-373746.631395j)
(-536071.894527-290883.477687j),(519921.403327-318815.169815j)
(-586740.072361-346537.67904j),(593492.735688-334855.122325j)
(-587380.84986-248158.849232j),(508611.323135-384610.986883j)
(-618011.574598-364950.747111j),(625078.800576-352745.323769j)
(-637559.619545-288970.629838j),(569016.87913-407668.576025j)
(-551970.392875-332440.490619j),(563889.745273-311801.222577j)
(-555538.800873-335690.977618j),(568494.886744-313285.507799j)
(-551028.303308-360094.419747j),(587362.42351-297173.902487j)
(-620827.864997-362156.637913j),(624039.721237-356573.437476j)
(-566261.644446-301791.003176j),(544477.619415-339519.317227j)
(-580893.030478-334720.297503j),(580341.322863-335713.026801j)
(-608333.351432-324720.216315j),(585390.342013-364471.277437j)
(-567025.928591-377973.155104j),(610850.494957-302060.95373j)
(-607225.161358-369804.682965j),(623877.703821-340981.51035j)
(-604826.059971-321877.858488j),(581169.196679-362852.892707j)
(-598444.014452-365436.080223j),(615685.309136-335562.350366j)
(-586197.77668-338132.080763j),(585938.063984-338605.735815j)
(-571366.619354-387170.379778j),(620985.311047-301260.63846j)
(-621570.246069-349360.193749j),(613356.224413-363617.905685j)
(-614104.738699-378432.960419j),(634769.550877-342614.297297j)
(-613958.472066-359413.283247j),(618252.100303-352009.945376j)
(-575314.470626-384994.521357j),(621070.726515-305728.733297j)
(-627902.322748-406241.503671j),(665755.540428-340643.694667j)
(-637372.13186-341070.160489j),(614027.832116-381442.96492j)
(-632012.731605-338390.017918j),(609032.353616-378144.826408j)
(-624456.019205-370571.149182j),(633148.636562-355512.458763j)
(-626398.800562-374562.672446j),(637570.777527-355207.486393j)
(-571141.628201-351014.333009j),(589555.91033-319115.228061j)
(-619815.00013-347492.559298j),(610833.400425-363010.922405j)
(-631452.03726-329339.991841j),(600967.282849-382187.978654j)
(-634126.157328-324348.188559j),(597958.026783-387004.446526j)
(-556241.431393-305550.853984j),(542728.637393-328942.342385j)
(-604953.150151-388118.472133j),(638593.230478-329846.065181j)
(-635941.304907-364021.744805j),(633200.856574-368739.25021j)
(-611558.01447-377143.171389j),(632387.874571-341077.143945j)
(-613131.602008-367383.818104j),(624723.778858-347269.487717j)
(-550785.859224-361153.576348j),(588167.457128-296406.52538j)
(-589508.314338-356572.84154j),(603553.497514-332258.764073j)
(-584904.096822-330004.781269j),(578278.665088-341542.662696j)
(-624189.458382-357358.894433j),(621590.360516-361870.160822j)
(-625838.458367-359724.339392j),(624450.745949-362124.608445j)
(-555316.176107-409372.450729j),(632179.951704-276218.303359j)
(-603078.329393-379169.036686j),(629903.467437-332695.13221j)
(-540778.480833-352604.633813j),(575734.637303-292050.949715j)
(-622797.912988-393985.125627j),(652599.302722-342378.136347j)
(-609218.533674-344166.184124j),(602679.806652-355513.13024j)
(-576693.849659-432561.1422j),(662978.387671-283168.948073j)
(-574485.757052-376351.87663j),(613157.707321-309343.157847j)
(-607027.339564-420393.910458j),(667591.886323-315496.961995j)
(-653657.335055-373595.910981j),(650394.258176-379286.642201j)
(-549934.365078-399327.312859j),(620773.030958-276596.328602j)
(-613924.121795-392518.117933j),(646873.48058-335420.661309j)
(-563454.679319-354626.786913j),(588828.730964-310676.628776j)
(-609630.628025-417205.334998j),(666139.815347-319355.29211j)
(-607987.43531-406736.500601j),(656218.98053-323167.156148j)
(-571233.777036-380490.869696j),(615157.121082-304455.068731j)
(-593233.916283-369584.488789j),(616683.811536-328983.460412j)
(-563427.24626-408903.179472j),(635824.124279-283484.131238j)
(-618018.723351-400165.685463j),(655571.679847-335128.756299j)
(-625379.565184-389213.367921j),(649731.950283-346988.302189j)
(-619803.69986-433505.589137j),(685309.759576-320022.930718j)
(-618883.517303-410609.209452j),(665039.694637-330657.093918j)
(-576825.572705-409773.202575j),(643281.471563-294657.638969j)
(-609241.940036-406644.919471j),(656776.035776-324330.468j)
(-593174.371337-401502.67164j),(644295.469768-312923.843915j)
(-595289.841204-403860.771126j),(647406.838169-313606.040594j)
(-586033.100273-418206.415448j),(655174.935395-298422.374321j)
(-608278.619234-429312.713858j),(675933.010603-312112.570648j)
(-594188.094461-443312.473019j),(681013.827415-292913.850504j)
(-588260.915359-425554.438238j),(662674.342212-296680.727468j)
